,date,item,category,price,promotion,units_sold,sales_7d_avg,day_of_week,is_weekend,is_holiday,brand,discount,stock_available,stockout_flag
340,2024-01-22,Soap,Personal Care,20,0,25,34.0,Monday,0,0,Dove,0.3333333333333333,35,0
343,2024-01-23,Soap,Personal Care,20,0,35,31.285714285714285,Tuesday,0,0,Dove,0.3333333333333333,50,0
346,2024-01-24,Soap,Personal Care,30,0,29,32.57142857142857,Wednesday,0,0,Dove,0.0,35,0
349,2024-01-25,Soap,Personal Care,20,1,42,32.857142857142854,Thursday,0,0,Dove,0.3333333333333333,56,0
352,2024-01-26,Soap,Personal Care,20,0,26,34.285714285714285,Friday,0,0,Dove,0.3333333333333333,45,0
355,2024-01-27,Soap,Personal Care,25,0,28,33.42857142857143,Saturday,1,0,Dove,0.16666666666666666,44,0
358,2024-01-28,Soap,Personal Care,25,0,25,32.857142857142854,Sunday,1,1,Dove,0.16666666666666666,30,0
361,2024-01-29,Soap,Personal Care,30,0,34,30.0,Monday,0,0,Dove,0.0,48,0
364,2024-01-30,Soap,Personal Care,25,0,28,31.285714285714285,Tuesday,0,0,Dove,0.16666666666666666,35,0
367,2024-01-31,Soap,Personal Care,30,1,43,30.285714285714285,Wednesday,0,0,Dove,0.0,49,0
370,2024-02-01,Soap,Personal Care,30,1,37,32.285714285714285,Thursday,0,0,Dove,0.0,38,0
373,2024-02-02,Soap,Personal Care,20,0,32,31.571428571428573,Friday,0,0,Dove,0.3333333333333333,44,0
376,2024-02-03,Soap,Personal Care,25,1,41,32.42857142857143,Saturday,1,1,Dove,0.16666666666666666,46,0
379,2024-02-04,Soap,Personal Care,20,1,35,34.285714285714285,Sunday,1,0,Dove,0.3333333333333333,39,0
382,2024-02-05,Soap,Personal Care,20,0,25,35.714285714285715,Monday,0,0,Dove,0.3333333333333333,44,0
385,2024-02-06,Soap,Personal Care,25,0,33,34.42857142857143,Tuesday,0,0,Dove,0.16666666666666666,33,1
388,2024-02-07,Soap,Personal Care,20,1,37,35.142857142857146,Wednesday,0,0,Dove,0.3333333333333333,54,0
391,2024-02-08,Soap,Personal Care,25,0,25,34.285714285714285,Thursday,0,0,Dove,0.16666666666666666,39,0
394,2024-02-09,Soap,Personal Care,25,0,26,32.57142857142857,Friday,0,0,Dove,0.16666666666666666,35,0
397,2024-02-10,Soap,Personal Care,25,0,31,31.714285714285715,Saturday,1,1,Dove,0.16666666666666666,33,0
400,2024-02-11,Soap,Personal Care,25,0,25,30.285714285714285,Sunday,1,0,Dove,0.16666666666666666,29,0
403,2024-02-12,Soap,Personal Care,25,0,25,28.857142857142858,Monday,0,1,Dove,0.16666666666666666,37,0
406,2024-02-13,Soap,Personal Care,25,0,25,28.857142857142858,Tuesday,0,0,Dove,0.16666666666666666,32,0
409,2024-02-14,Soap,Personal Care,20,0,26,27.714285714285715,Wednesday,0,0,Dove,0.3333333333333333,27,0
412,2024-02-15,Soap,Personal Care,30,0,30,26.142857142857142,Thursday,0,0,Dove,0.0,38,0
415,2024-02-16,Soap,Personal Care,20,1,38,26.857142857142858,Friday,0,0,Dove,0.3333333333333333,54,0
418,2024-02-17,Soap,Personal Care,30,0,26,28.571428571428573,Saturday,1,0,Dove,0.0,43,0
421,2024-02-18,Soap,Personal Care,20,0,31,27.857142857142858,Sunday,1,0,Dove,0.3333333333333333,43,0
424,2024-02-19,Soap,Personal Care,25,0,35,28.714285714285715,Monday,0,0,Dove,0.16666666666666666,35,1
427,2024-02-20,Soap,Personal Care,25,0,34,30.142857142857142,Tuesday,0,0,Dove,0.16666666666666666,45,0
430,2024-02-21,Soap,Personal Care,20,0,35,31.428571428571427,Wednesday,0,0,Dove,0.3333333333333333,54,0
433,2024-02-22,Soap,Personal Care,25,0,25,32.714285714285715,Thursday,0,1,Dove,0.16666666666666666,44,0
436,2024-02-23,Soap,Personal Care,30,0,35,32.0,Friday,0,0,Dove,0.0,39,0
439,2024-02-24,Soap,Personal Care,20,0,31,31.571428571428573,Saturday,1,0,Dove,0.3333333333333333,38,0
442,2024-02-25,Soap,Personal Care,30,0,27,32.285714285714285,Sunday,1,0,Dove,0.0,41,0
445,2024-02-26,Soap,Personal Care,20,0,26,31.714285714285715,Monday,0,0,Dove,0.3333333333333333,28,0
448,2024-02-27,Soap,Personal Care,20,1,40,30.428571428571427,Tuesday,0,0,Dove,0.3333333333333333,45,0
451,2024-02-28,Soap,Personal Care,20,0,34,31.285714285714285,Wednesday,0,0,Dove,0.3333333333333333,46,0
454,2024-02-29,Soap,Personal Care,25,1,35,31.142857142857142,Thursday,0,0,Dove,0.16666666666666666,46,0
457,2024-03-01,Soap,Personal Care,25,0,26,32.57142857142857,Friday,0,0,Dove,0.16666666666666666,44,0
460,2024-03-02,Soap,Personal Care,25,0,25,31.285714285714285,Saturday,1,0,Dove,0.16666666666666666,42,0
463,2024-03-03,Soap,Personal Care,20,1,38,30.428571428571427,Sunday,1,0,Dove,0.3333333333333333,38,1
466,2024-03-04,Soap,Personal Care,20,0,30,32.0,Monday,0,0,Dove,0.3333333333333333,36,0
469,2024-03-05,Soap,Personal Care,30,0,32,32.57142857142857,Tuesday,0,0,Dove,0.0,43,0
472,2024-03-06,Soap,Personal Care,25,0,30,31.428571428571427,Wednesday,0,0,Dove,0.16666666666666666,39,0
475,2024-03-07,Soap,Personal Care,30,0,26,30.857142857142858,Thursday,0,0,Dove,0.0,37,0
478,2024-03-08,Soap,Personal Care,30,0,31,29.571428571428573,Friday,0,0,Dove,0.0,41,0
481,2024-03-09,Soap,Personal Care,20,0,28,30.285714285714285,Saturday,1,1,Dove,0.3333333333333333,31,0
484,2024-03-10,Soap,Personal Care,25,0,35,30.714285714285715,Sunday,1,0,Dove,0.16666666666666666,53,0
487,2024-03-11,Soap,Personal Care,30,0,29,30.285714285714285,Monday,0,0,Dove,0.0,34,0
490,2024-03-12,Soap,Personal Care,20,0,33,30.142857142857142,Tuesday,0,0,Dove,0.3333333333333333,41,0
493,2024-03-13,Soap,Personal Care,25,0,32,30.285714285714285,Wednesday,0,0,Dove,0.16666666666666666,51,0
496,2024-03-14,Soap,Personal Care,20,0,25,30.571428571428573,Thursday,0,0,Dove,0.3333333333333333,34,0
499,2024-03-15,Soap,Personal Care,20,1,36,30.428571428571427,Friday,0,0,Dove,0.3333333333333333,40,0
502,2024-03-16,Soap,Personal Care,20,0,28,31.142857142857142,Saturday,1,1,Dove,0.3333333333333333,40,0
505,2024-03-17,Soap,Personal Care,20,0,25,31.142857142857142,Sunday,1,0,Dove,0.3333333333333333,33,0
508,2024-03-18,Soap,Personal Care,25,1,37,29.714285714285715,Monday,0,0,Dove,0.16666666666666666,38,0
511,2024-03-19,Soap,Personal Care,20,1,44,30.857142857142858,Tuesday,0,0,Dove,0.3333333333333333,61,0
514,2024-03-20,Soap,Personal Care,20,0,25,32.42857142857143,Wednesday,0,0,Dove,0.3333333333333333,25,1
517,2024-03-21,Soap,Personal Care,20,0,27,31.428571428571427,Thursday,0,0,Dove,0.3333333333333333,38,0
520,2024-03-22,Soap,Personal Care,30,0,34,31.714285714285715,Friday,0,0,Dove,0.0,43,0
523,2024-03-23,Soap,Personal Care,30,0,35,31.428571428571427,Saturday,1,0,Dove,0.0,36,0
526,2024-03-24,Soap,Personal Care,20,0,26,32.42857142857143,Sunday,1,0,Dove,0.3333333333333333,34,0
529,2024-03-25,Soap,Personal Care,25,0,27,32.57142857142857,Monday,0,0,Dove,0.16666666666666666,28,0
532,2024-03-26,Soap,Personal Care,25,1,44,31.142857142857142,Tuesday,0,0,Dove,0.16666666666666666,57,0
535,2024-03-27,Soap,Personal Care,20,0,30,31.142857142857142,Wednesday,0,0,Dove,0.3333333333333333,40,0
538,2024-03-28,Soap,Personal Care,30,0,28,31.857142857142858,Thursday,0,0,Dove,0.0,38,0
541,2024-03-29,Soap,Personal Care,20,0,28,32.0,Friday,0,0,Dove,0.3333333333333333,44,0
544,2024-03-30,Soap,Personal Care,30,0,30,31.142857142857142,Saturday,1,0,Dove,0.0,33,0
547,2024-03-31,Soap,Personal Care,20,1,37,30.428571428571427,Sunday,1,0,Dove,0.3333333333333333,49,0
550,2024-04-01,Soap,Personal Care,30,0,32,32.0,Monday,0,0,Dove,0.0,38,0
553,2024-04-02,Soap,Personal Care,30,0,35,32.714285714285715,Tuesday,0,0,Dove,0.0,50,0
556,2024-04-03,Soap,Personal Care,30,0,25,31.428571428571427,Wednesday,0,0,Dove,0.0,25,1
559,2024-04-04,Soap,Personal Care,30,0,33,30.714285714285715,Thursday,0,0,Dove,0.0,45,0
562,2024-04-05,Soap,Personal Care,30,0,34,31.428571428571427,Friday,0,1,Dove,0.0,34,1
565,2024-04-06,Soap,Personal Care,20,0,26,32.285714285714285,Saturday,1,0,Dove,0.3333333333333333,36,0
568,2024-04-07,Soap,Personal Care,20,0,32,31.714285714285715,Sunday,1,0,Dove,0.3333333333333333,37,0
571,2024-04-08,Soap,Personal Care,20,0,25,31.0,Monday,0,0,Dove,0.3333333333333333,44,0
574,2024-04-09,Soap,Personal Care,20,1,35,30.0,Tuesday,0,1,Dove,0.3333333333333333,37,0
577,2024-04-10,Soap,Personal Care,30,0,25,30.0,Wednesday,0,0,Dove,0.0,36,0
580,2024-04-11,Soap,Personal Care,30,0,31,30.0,Thursday,0,1,Dove,0.0,35,0
583,2024-04-12,Soap,Personal Care,30,0,34,29.714285714285715,Friday,0,1,Dove,0.0,42,0
586,2024-04-13,Soap,Personal Care,25,1,43,29.714285714285715,Saturday,1,0,Dove,0.16666666666666666,54,0
589,2024-04-14,Soap,Personal Care,20,0,27,32.142857142857146,Sunday,1,0,Dove,0.3333333333333333,36,0
592,2024-04-15,Soap,Personal Care,20,1,40,31.428571428571427,Monday,0,1,Dove,0.3333333333333333,58,0
595,2024-04-16,Soap,Personal Care,30,0,31,33.57142857142857,Tuesday,0,0,Dove,0.0,35,0
598,2024-04-17,Soap,Personal Care,20,0,28,33.0,Wednesday,0,0,Dove,0.3333333333333333,32,0
601,2024-04-18,Soap,Personal Care,20,1,42,33.42857142857143,Thursday,0,0,Dove,0.3333333333333333,50,0
604,2024-04-19,Soap,Personal Care,30,0,34,35.0,Friday,0,0,Dove,0.0,53,0
607,2024-04-20,Soap,Personal Care,25,1,39,35.0,Saturday,1,0,Dove,0.16666666666666666,55,0
610,2024-04-21,Soap,Personal Care,25,0,30,34.42857142857143,Sunday,1,0,Dove,0.16666666666666666,39,0
613,2024-04-22,Soap,Personal Care,25,0,27,34.857142857142854,Monday,0,0,Dove,0.16666666666666666,27,1
616,2024-04-23,Soap,Personal Care,30,0,35,33.0,Tuesday,0,0,Dove,0.0,50,0
619,2024-04-24,Soap,Personal Care,20,0,30,33.57142857142857,Wednesday,0,0,Dove,0.3333333333333333,44,0
622,2024-04-25,Soap,Personal Care,30,0,25,33.857142857142854,Thursday,0,0,Dove,0.0,41,0
625,2024-04-26,Soap,Personal Care,30,0,30,31.428571428571427,Friday,0,0,Dove,0.0,49,0
628,2024-04-27,Soap,Personal Care,25,0,27,30.857142857142858,Saturday,1,0,Dove,0.16666666666666666,39,0
631,2024-04-28,Soap,Personal Care,30,1,45,29.142857142857142,Sunday,1,0,Dove,0.0,45,1
634,2024-04-29,Soap,Personal Care,25,0,29,31.285714285714285,Monday,0,0,Dove,0.16666666666666666,36,0
637,2024-04-30,Soap,Personal Care,20,0,27,31.571428571428573,Tuesday,0,1,Dove,0.3333333333333333,31,0
640,2024-05-01,Soap,Personal Care,25,0,33,30.428571428571427,Wednesday,0,0,Dove,0.16666666666666666,38,0
643,2024-05-02,Soap,Personal Care,20,0,26,30.857142857142858,Thursday,0,0,Dove,0.3333333333333333,45,0
646,2024-05-03,Soap,Personal Care,30,1,41,31.0,Friday,0,1,Dove,0.0,54,0
649,2024-05-04,Soap,Personal Care,20,0,30,32.57142857142857,Saturday,1,1,Dove,0.3333333333333333,40,0
652,2024-05-05,Soap,Personal Care,30,0,28,33.0,Sunday,1,0,Dove,0.0,33,0
655,2024-05-06,Soap,Personal Care,30,0,33,30.571428571428573,Monday,0,0,Dove,0.0,43,0
658,2024-05-07,Soap,Personal Care,25,1,45,31.142857142857142,Tuesday,0,0,Dove,0.16666666666666666,57,0
661,2024-05-08,Soap,Personal Care,25,0,34,33.714285714285715,Wednesday,0,0,Dove,0.16666666666666666,45,0
664,2024-05-09,Soap,Personal Care,30,0,32,33.857142857142854,Thursday,0,0,Dove,0.0,33,0
667,2024-05-10,Soap,Personal Care,20,1,43,34.714285714285715,Friday,0,0,Dove,0.3333333333333333,45,0
670,2024-05-11,Soap,Personal Care,30,0,33,35.0,Saturday,1,0,Dove,0.0,36,0
673,2024-05-12,Soap,Personal Care,25,0,29,35.42857142857143,Sunday,1,0,Dove,0.16666666666666666,45,0
676,2024-05-13,Soap,Personal Care,20,1,39,35.57142857142857,Monday,0,0,Dove,0.3333333333333333,44,0
679,2024-05-14,Soap,Personal Care,20,1,44,36.42857142857143,Tuesday,0,1,Dove,0.3333333333333333,50,0
682,2024-05-15,Soap,Personal Care,25,0,30,36.285714285714285,Wednesday,0,0,Dove,0.16666666666666666,44,0
685,2024-05-16,Soap,Personal Care,20,1,37,35.714285714285715,Thursday,0,1,Dove,0.3333333333333333,47,0
688,2024-05-17,Soap,Personal Care,20,0,31,36.42857142857143,Friday,0,1,Dove,0.3333333333333333,33,0
691,2024-05-18,Soap,Personal Care,20,0,31,34.714285714285715,Saturday,1,0,Dove,0.3333333333333333,36,0
694,2024-05-19,Soap,Personal Care,30,0,25,34.42857142857143,Sunday,1,0,Dove,0.0,26,0
697,2024-05-20,Soap,Personal Care,30,0,30,33.857142857142854,Monday,0,0,Dove,0.0,43,0
700,2024-05-21,Soap,Personal Care,25,0,27,32.57142857142857,Tuesday,0,0,Dove,0.16666666666666666,35,0
703,2024-05-22,Soap,Personal Care,25,0,27,30.142857142857142,Wednesday,0,0,Dove,0.16666666666666666,44,0
706,2024-05-23,Soap,Personal Care,25,1,38,29.714285714285715,Thursday,0,0,Dove,0.16666666666666666,56,0
709,2024-05-24,Soap,Personal Care,20,0,28,29.857142857142858,Friday,0,1,Dove,0.3333333333333333,39,0
712,2024-05-25,Soap,Personal Care,25,0,34,29.428571428571427,Saturday,1,0,Dove,0.16666666666666666,46,0
715,2024-05-26,Soap,Personal Care,20,1,44,29.857142857142858,Sunday,1,0,Dove,0.3333333333333333,55,0
718,2024-05-27,Soap,Personal Care,25,0,31,32.57142857142857,Monday,0,0,Dove,0.16666666666666666,42,0
721,2024-05-28,Soap,Personal Care,20,1,38,32.714285714285715,Tuesday,0,0,Dove,0.3333333333333333,55,0
724,2024-05-29,Soap,Personal Care,20,0,35,34.285714285714285,Wednesday,0,1,Dove,0.3333333333333333,43,0
727,2024-05-30,Soap,Personal Care,20,0,31,35.42857142857143,Thursday,0,0,Dove,0.3333333333333333,47,0
730,2024-05-31,Soap,Personal Care,25,1,35,34.42857142857143,Friday,0,0,Dove,0.16666666666666666,50,0
733,2024-06-01,Soap,Personal Care,20,0,28,35.42857142857143,Saturday,1,0,Dove,0.3333333333333333,44,0
736,2024-06-02,Soap,Personal Care,20,1,41,34.57142857142857,Sunday,1,0,Dove,0.3333333333333333,48,0
739,2024-06-03,Soap,Personal Care,30,0,31,34.142857142857146,Monday,0,0,Dove,0.0,41,0
742,2024-06-04,Soap,Personal Care,25,0,30,34.142857142857146,Tuesday,0,0,Dove,0.16666666666666666,31,0
745,2024-06-05,Soap,Personal Care,30,0,35,33.0,Wednesday,0,0,Dove,0.0,42,0
748,2024-06-06,Soap,Personal Care,20,0,28,33.0,Thursday,0,1,Dove,0.3333333333333333,39,0
751,2024-06-07,Soap,Personal Care,30,1,35,32.57142857142857,Friday,0,1,Dove,0.0,35,1
754,2024-06-08,Soap,Personal Care,20,0,25,32.57142857142857,Saturday,1,0,Dove,0.3333333333333333,37,0
757,2024-06-09,Soap,Personal Care,25,1,41,32.142857142857146,Sunday,1,0,Dove,0.16666666666666666,57,0
760,2024-06-10,Soap,Personal Care,20,0,35,32.142857142857146,Monday,0,0,Dove,0.3333333333333333,48,0
763,2024-06-11,Soap,Personal Care,25,0,31,32.714285714285715,Tuesday,0,0,Dove,0.16666666666666666,44,0
766,2024-06-12,Soap,Personal Care,20,0,33,32.857142857142854,Wednesday,0,0,Dove,0.3333333333333333,48,0
769,2024-06-13,Soap,Personal Care,25,0,28,32.57142857142857,Thursday,0,0,Dove,0.16666666666666666,44,0
772,2024-06-14,Soap,Personal Care,25,0,33,32.57142857142857,Friday,0,0,Dove,0.16666666666666666,38,0
775,2024-06-15,Soap,Personal Care,25,0,25,32.285714285714285,Saturday,1,0,Dove,0.16666666666666666,31,0
778,2024-06-16,Soap,Personal Care,25,0,31,32.285714285714285,Sunday,1,0,Dove,0.16666666666666666,31,1
781,2024-06-17,Soap,Personal Care,30,0,26,30.857142857142858,Monday,0,0,Dove,0.0,40,0
784,2024-06-18,Soap,Personal Care,25,0,27,29.571428571428573,Tuesday,0,0,Dove,0.16666666666666666,46,0
787,2024-06-19,Soap,Personal Care,25,0,25,29.0,Wednesday,0,0,Dove,0.16666666666666666,42,0
790,2024-06-20,Soap,Personal Care,25,0,35,27.857142857142858,Thursday,0,1,Dove,0.16666666666666666,47,0
793,2024-06-21,Soap,Personal Care,30,1,35,28.857142857142858,Friday,0,0,Dove,0.0,36,0
796,2024-06-22,Soap,Personal Care,30,0,29,29.142857142857142,Saturday,1,0,Dove,0.0,47,0
799,2024-06-23,Soap,Personal Care,30,1,37,29.714285714285715,Sunday,1,0,Dove,0.0,51,0
802,2024-06-24,Soap,Personal Care,30,0,33,30.571428571428573,Monday,0,0,Dove,0.0,44,0
805,2024-06-25,Soap,Personal Care,20,0,35,31.571428571428573,Tuesday,0,0,Dove,0.3333333333333333,49,0
808,2024-06-26,Soap,Personal Care,25,0,28,32.714285714285715,Wednesday,0,0,Dove,0.16666666666666666,45,0
811,2024-06-27,Soap,Personal Care,20,1,39,33.142857142857146,Thursday,0,0,Dove,0.3333333333333333,52,0
814,2024-06-28,Soap,Personal Care,30,0,35,33.714285714285715,Friday,0,0,Dove,0.0,40,0
817,2024-06-29,Soap,Personal Care,25,0,34,33.714285714285715,Saturday,1,0,Dove,0.16666666666666666,45,0
820,2024-06-30,Soap,Personal Care,25,0,25,34.42857142857143,Sunday,1,0,Dove,0.16666666666666666,44,0
823,2024-07-01,Soap,Personal Care,30,0,32,32.714285714285715,Monday,0,0,Dove,0.0,37,0
826,2024-07-02,Soap,Personal Care,30,1,44,32.57142857142857,Tuesday,0,0,Dove,0.0,52,0
829,2024-07-03,Soap,Personal Care,30,0,32,33.857142857142854,Wednesday,0,0,Dove,0.0,35,0
832,2024-07-04,Soap,Personal Care,20,0,30,34.42857142857143,Thursday,0,0,Dove,0.3333333333333333,46,0
835,2024-07-05,Soap,Personal Care,20,0,34,33.142857142857146,Friday,0,0,Dove,0.3333333333333333,35,0
838,2024-07-06,Soap,Personal Care,30,0,29,33.0,Saturday,1,0,Dove,0.0,44,0
841,2024-07-07,Soap,Personal Care,30,0,27,32.285714285714285,Sunday,1,0,Dove,0.0,40,0
844,2024-07-08,Soap,Personal Care,30,0,30,32.57142857142857,Monday,0,0,Dove,0.0,37,0
847,2024-07-09,Soap,Personal Care,20,0,27,32.285714285714285,Tuesday,0,0,Dove,0.3333333333333333,40,0
850,2024-07-10,Soap,Personal Care,25,0,35,29.857142857142858,Wednesday,0,1,Dove,0.16666666666666666,36,0
853,2024-07-11,Soap,Personal Care,25,0,31,30.285714285714285,Thursday,0,0,Dove,0.16666666666666666,46,0
856,2024-07-12,Soap,Personal Care,30,0,34,30.428571428571427,Friday,0,0,Dove,0.0,37,0
859,2024-07-13,Soap,Personal Care,20,0,34,30.428571428571427,Saturday,1,0,Dove,0.3333333333333333,34,1
862,2024-07-14,Soap,Personal Care,25,0,30,31.142857142857142,Sunday,1,0,Dove,0.16666666666666666,49,0
865,2024-07-15,Soap,Personal Care,25,0,28,31.571428571428573,Monday,0,0,Dove,0.16666666666666666,41,0
868,2024-07-16,Soap,Personal Care,20,1,39,31.285714285714285,Tuesday,0,0,Dove,0.3333333333333333,46,0
871,2024-07-17,Soap,Personal Care,25,1,40,33.0,Wednesday,0,0,Dove,0.16666666666666666,42,0
874,2024-07-18,Soap,Personal Care,30,1,40,33.714285714285715,Thursday,0,0,Dove,0.0,44,0
877,2024-07-19,Soap,Personal Care,20,1,45,35.0,Friday,0,0,Dove,0.3333333333333333,50,0
880,2024-07-20,Soap,Personal Care,25,0,33,36.57142857142857,Saturday,1,0,Dove,0.16666666666666666,40,0
883,2024-07-21,Soap,Personal Care,25,0,30,36.42857142857143,Sunday,1,0,Dove,0.16666666666666666,35,0
886,2024-07-22,Soap,Personal Care,20,0,35,36.42857142857143,Monday,0,0,Dove,0.3333333333333333,40,0
889,2024-07-23,Soap,Personal Care,25,0,26,37.42857142857143,Tuesday,0,0,Dove,0.16666666666666666,29,0
892,2024-07-24,Soap,Personal Care,25,0,29,35.57142857142857,Wednesday,0,0,Dove,0.16666666666666666,35,0
895,2024-07-25,Soap,Personal Care,25,0,28,34.0,Thursday,0,0,Dove,0.16666666666666666,46,0
898,2024-07-26,Soap,Personal Care,30,1,41,32.285714285714285,Friday,0,1,Dove,0.0,47,0
901,2024-07-27,Soap,Personal Care,25,0,35,31.714285714285715,Saturday,1,0,Dove,0.16666666666666666,37,0
904,2024-07-28,Soap,Personal Care,20,1,43,32.0,Sunday,1,0,Dove,0.3333333333333333,50,0
907,2024-07-29,Soap,Personal Care,25,1,36,33.857142857142854,Monday,0,0,Dove,0.16666666666666666,36,1
910,2024-07-30,Soap,Personal Care,25,0,31,34.0,Tuesday,0,0,Dove,0.16666666666666666,31,1
913,2024-07-31,Soap,Personal Care,25,0,26,34.714285714285715,Wednesday,0,0,Dove,0.16666666666666666,39,0
916,2024-08-01,Soap,Personal Care,30,0,33,34.285714285714285,Thursday,0,0,Dove,0.0,38,0
919,2024-08-02,Soap,Personal Care,25,1,35,35.0,Friday,0,0,Dove,0.16666666666666666,44,0
922,2024-08-03,Soap,Personal Care,20,0,30,34.142857142857146,Saturday,1,0,Dove,0.3333333333333333,43,0
925,2024-08-04,Soap,Personal Care,20,0,27,33.42857142857143,Sunday,1,0,Dove,0.3333333333333333,30,0
928,2024-08-05,Soap,Personal Care,30,0,29,31.142857142857142,Monday,0,0,Dove,0.0,34,0
931,2024-08-06,Soap,Personal Care,20,0,32,30.142857142857142,Tuesday,0,0,Dove,0.3333333333333333,47,0
934,2024-08-07,Soap,Personal Care,20,0,31,30.285714285714285,Wednesday,0,0,Dove,0.3333333333333333,31,1
937,2024-08-08,Soap,Personal Care,30,0,31,31.0,Thursday,0,0,Dove,0.0,36,0
940,2024-08-09,Soap,Personal Care,20,1,37,30.714285714285715,Friday,0,0,Dove,0.3333333333333333,45,0
943,2024-08-10,Soap,Personal Care,25,0,34,31.0,Saturday,1,0,Dove,0.16666666666666666,48,0
946,2024-08-11,Soap,Personal Care,25,0,29,31.571428571428573,Sunday,1,0,Dove,0.16666666666666666,40,0
949,2024-08-12,Soap,Personal Care,25,0,31,31.857142857142858,Monday,0,0,Dove,0.16666666666666666,33,0
952,2024-08-13,Soap,Personal Care,25,0,34,32.142857142857146,Tuesday,0,0,Dove,0.16666666666666666,44,0
955,2024-08-14,Soap,Personal Care,20,0,32,32.42857142857143,Wednesday,0,0,Dove,0.3333333333333333,46,0
958,2024-08-15,Soap,Personal Care,25,0,30,32.57142857142857,Thursday,0,0,Dove,0.16666666666666666,32,0
961,2024-08-16,Soap,Personal Care,30,0,33,32.42857142857143,Friday,0,0,Dove,0.0,46,0
964,2024-08-17,Soap,Personal Care,25,1,39,31.857142857142858,Saturday,1,0,Dove,0.16666666666666666,40,0
967,2024-08-18,Soap,Personal Care,25,0,33,32.57142857142857,Sunday,1,0,Dove,0.16666666666666666,36,0
970,2024-08-19,Soap,Personal Care,30,0,28,33.142857142857146,Monday,0,0,Dove,0.0,46,0
973,2024-08-20,Soap,Personal Care,20,0,33,32.714285714285715,Tuesday,0,0,Dove,0.3333333333333333,44,0
976,2024-08-21,Soap,Personal Care,20,1,44,32.57142857142857,Wednesday,0,0,Dove,0.3333333333333333,45,0
979,2024-08-22,Soap,Personal Care,30,0,25,34.285714285714285,Thursday,0,1,Dove,0.0,41,0
982,2024-08-23,Soap,Personal Care,25,0,30,33.57142857142857,Friday,0,0,Dove,0.16666666666666666,32,0
985,2024-08-24,Soap,Personal Care,30,0,29,33.142857142857146,Saturday,1,0,Dove,0.0,38,0
988,2024-08-25,Soap,Personal Care,25,0,26,31.714285714285715,Sunday,1,0,Dove,0.16666666666666666,41,0
991,2024-08-26,Soap,Personal Care,30,0,27,30.714285714285715,Monday,0,0,Dove,0.0,35,0
994,2024-08-27,Soap,Personal Care,25,0,28,30.571428571428573,Tuesday,0,0,Dove,0.16666666666666666,38,0
997,2024-08-28,Soap,Personal Care,20,0,32,29.857142857142858,Wednesday,0,0,Dove,0.3333333333333333,46,0
1000,2024-08-29,Soap,Personal Care,20,0,26,28.142857142857142,Thursday,0,0,Dove,0.3333333333333333,28,0
1003,2024-08-30,Soap,Personal Care,25,0,34,28.285714285714285,Friday,0,0,Dove,0.16666666666666666,49,0
1006,2024-08-31,Soap,Personal Care,30,0,29,28.857142857142858,Saturday,1,0,Dove,0.0,40,0
1009,2024-09-01,Soap,Personal Care,20,0,26,28.857142857142858,Sunday,1,0,Dove,0.3333333333333333,30,0
1012,2024-09-02,Soap,Personal Care,25,0,32,28.857142857142858,Monday,0,0,Dove,0.16666666666666666,38,0
1015,2024-09-03,Soap,Personal Care,25,0,26,29.571428571428573,Tuesday,0,0,Dove,0.16666666666666666,34,0
1018,2024-09-04,Soap,Personal Care,25,0,35,29.285714285714285,Wednesday,0,0,Dove,0.16666666666666666,52,0
1021,2024-09-05,Soap,Personal Care,30,0,35,29.714285714285715,Thursday,0,0,Dove,0.0,42,0
1024,2024-09-06,Soap,Personal Care,25,1,35,31.0,Friday,0,0,Dove,0.16666666666666666,46,0
1027,2024-09-07,Soap,Personal Care,20,0,27,31.142857142857142,Saturday,1,0,Dove,0.3333333333333333,46,0
1030,2024-09-08,Soap,Personal Care,25,0,30,30.857142857142858,Sunday,1,0,Dove,0.16666666666666666,31,0
1033,2024-09-09,Soap,Personal Care,25,0,31,31.428571428571427,Monday,0,1,Dove,0.16666666666666666,40,0
1036,2024-09-10,Soap,Personal Care,30,0,28,31.285714285714285,Tuesday,0,1,Dove,0.0,46,0
1039,2024-09-11,Soap,Personal Care,20,0,29,31.571428571428573,Wednesday,0,0,Dove,0.3333333333333333,37,0
1042,2024-09-12,Soap,Personal Care,30,0,31,30.714285714285715,Thursday,0,0,Dove,0.0,38,0
1045,2024-09-13,Soap,Personal Care,30,0,28,30.142857142857142,Friday,0,1,Dove,0.0,28,1
